CourseNum,CourseName,CreditHours,Description,GenEdAttrib,DepartmentCode,Department
502,Numerical Fluid Dynamics,4 hours.,"Addresses numerical techniques for solving linear and nonlinear differential equations in initial value fluid flow problems. Students receive a thorough background in the principles used to evaluate numerical methods, the ability to critically interpret these methods as presented in the literature, and in particular, the practical application of these techniques in modeling multi-dimensional flow on high-performance computers. Temporal and directional splitting, finite differencing/volume methods, and adaptive nesting will be discussed. Same as CSE 566. 4 graduate hours. No professional credit. Prerequisite: MATH 285 or equivalent. Graduate Standing or Consent of Instructor.",,ATMS,Atmospheric Sciences
492,Lab Safety Fundamentals,1 hours.,"Key aspects of laboratory setups, operating procedures, and emergency preparedness measures necessary for the experimentalist. Same as CHEM 494. 1 undergraduate hour. 1 graduate hour. Approved for S/U grading only.",,MSE,Materials Science and Engineering
395,Advanced Digital Projects Lab,2 OR 3 hours.,"Planning, designing, executing, and documenting a microcomputer-based project. Emphasis on hardware but special projects may require an equal emphasis on software. May be repeated in separate terms. Prerequisite: ECE 385.",,ECE,Electrical and Computer Engineering
225,"Language, Mind, and Brain",3 hours.,Introduction to the theory and methodology of psycholinguistics with emphasis on language acquisition and linguistic behavior. Same as PSYC 225.,Social & Beh Sci - Beh Sci course.,LING,Linguistics
552,Diag Hear Impair Infants Child,4 hours.,"Study of the major etiologies underlying hearing impairments encountered in the pediatric population, program models for infants and young children at risk for hearing impairment, behavioral and physiologic issues in assessment and evaluation of residual hearing, and selection of hearing aids and other sensory prosthetic devices. Prerequisite: SHS 550.",,SHS,Speech and Hearing Science
535,Sem Spanish-American Lit,4 hours.,Special problems in methodology and research; includes other prose fiction. Same as CWL 562. May be repeated to a maximum of 8 hours if topics vary. Prerequisite: A related 400-level course in Spanish American Studies or consent of instructor.,,SPAN,Spanish
583,MSFE Practicum Project,4 hours.,"Application of mathematical, statistical, computing, machine learning and data analytics tools to a real life financial engineering team project sponsored by the industry. Projects in each semester are different and may require different skill sets. Regular meetings with the sponsor required. 4 graduate hours. No professional credit. May be repeated in separate terms for a total of 8 hours. Prerequisite: IE 522, FIN 500, and MSFE program approval. Restricted to MS: Financial Engineering Students only.",,IE,Industrial Engineering
100,Intro to Philosophy-ACP,3 hours.,"Consideration of some main problems of philosophy concerning, for example, knowledge, God, mind and body, and human freedom. Course is identical to PHIL 101 except for the additional writing component. Credit is not given for both PHIL 100 and PHIL 101. Prerequisite: Completion of campus Composition I general education requirement.","Advanced Composition, and Humanities - Hist & Phil course.",PHIL,Philosophy
390,Individual Study or Research,3 hours.,Directed reading or research on selected topics. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor supervising the work.,,REES,"Russian, East European and Eurasian Studies"
505,Weather Systems,4 hours.,"Examination of the structure and dynamics of mid-latitude weather systems, integrating weather observations, with the current state of dynamic theory, numerical weather prediction models, and the physical principles of atmospheric thermodynamics, cloud and precipitation physics, and radiation to the problems of weather analysis and forecasting. Students will be required to give weather forecast briefings to develop an understanding of the weather forecasting process, and gain experience in communicating weather forecasts. 4 graduate hours. No professional credit. Prerequisite: Graduate standing or consent of instructor.",,ATMS,Atmospheric Sciences
730,Introduction to Deep Learning on Healthcare Data,2 hours.,"Covers deep learning methods, healthcare data and applications using deep learning methods. Includes activities such as online lectures or video lectures, programming labs, literature review, and individual or group presentations. The overall goal is to understand basic data science workflow for healthcare data such as electronic health records, clinical notes, and medical images, to learn basic deep learning models, and to learn the structure of data science projects. No graduate credit. 2 professional hours. Approved for S/U grading only. Prerequisite: Experience with Python programming, basic machine learning, and Jupyter notebooks. Restricted to students enrolled in the Carle Illinois College of Medicine curriculum.",,BSE,Biomedical Sciences and Engineering
346,Foundations of Hotel Management,3 hours.,"Provides a comprehensive examination of key areas in hotel operations and management; including, revenue management, accounting, housekeeping, engineering, front desk, food and beverage and marketing. The concepts and principles will be applied in interactive online hotel case simulations designed for an immersive and applied learning experience.",,FSHN,Food Science and Human Nutrition
440,Finan Plan for Professionals,3 OR 4 hours.,"Capstone course applies financial planning principles and concepts in realistic case studies of specific planning needs, requires a comprehensive financial planning exercise, and covers professional ethics and responsibilities. 3 undergraduate hours. 4 graduate hours. Prerequisite: Concurrent enrollment in or completion of ACE 345, ACE 346, ACE 444, and ACE 449.",,ACE,Agricultural and Consumer Economics
495,Materials Design,2 hours.,"Continuation of MSE 494. Design teams evaluate alternatives, finalize concepts, model and analyze solutions, build and test a final product (physical or digital), and present the results professionally. Solutions are based on the knowledge, skills, and design experience acquired in earlier course work and incorporate realistic constraints. 2 undergraduate hours. No graduate credit. Prerequisite: Credit in MSE 494.",,MSE,Materials Science and Engineering
434,Graduate Site Design Studio,5 hours.,"Graduate-level introduction for students without a BLA to site as the fundamental unit of landscape design. Involves ecological, cultural and experiential understanding of sites, and the creation of place-specific designs. Field trip required. Additional fees may apply. See Class Schedule. 5 undergraduate hours. 5 graduate hours. Prerequisite: Restricted to Landscape Architecture Graduate Students and BSSD/MLA joint degrees program students. Not for undergraduate Landscape Architecture students.",,LA,Landscape Architecture
396,Honors Project,1 TO 4 hours.,Special project or reading course for James Scholars in engineering. May be repeated. Prerequisite: Consent of instructor.,,ECE,Electrical and Computer Engineering
583,eLearning Ecologies,4 hours.,"An examination of emerging environments of eLearning, some setting out to emulate the heritage social relationships and discourses of the classroom, others attempting to create new forms of learning. Aims to push the imaginative boundaries of what might be possible in eLearning environments. Explores the ways in which assessments can be constructed and implemented which are integral to the learning process, with the assistance of today's new media, 'big data' and other information technologies. 4 graduate hours. No professional credit.",,EPOL,"Education Policy, Organization and Leadership"
588,Sem Second Lang Learn,4 hours.,"Treats specific topics in second language learning that are of current research and/or theoretical interest. Topics vary from term to term. Same as EALC 588, FR 588, GER 588, ITAL 588, LING 588, and PORT 588. May be repeated to a maximum of 16 hours if topics vary. Prerequisite: SPAN 580 or equivalent or consent of instructor.",,SPAN,Spanish
553,Hearing Aids and Amplification,4 hours.,"Study of technical and clinical aspects of personal hearing aids and amplification devices; survey of clinical and experimental literature; laboratory experience in electroacoustic and real-ear measurement, earmold impressions and modification procedures, and solving fitting problems. Prerequisite: SHS 550.",,SHS,Speech and Hearing Science
590,Seminar,0 hours.,Presentation and discussion of significant developments in industrial engineering. Approved for S/U grading only. May be repeated.,,IE,Industrial Engineering
250,American Voices: Linguistic Diversity in the US,3 hours.,"The United States has a vast and varied linguistic landscape that has been shaped by a unique medley of peoples and cultural practices. From the colonization of North America to contemporary politics and popular culture, language has helped to connect us in many ways, and has also served as a tool for making and maintaining difference. This course explores issues of standardization, language maintenance, linguistic discrimination, identity formation, and many others to consider the ways ""diversity"" is not only a multiplicity of different histories, beliefs, and practices, but can also become a means of interpersonal prejudice and structural inequity.","Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",LING,Linguistics
493,Honors Senior Thesis,3 hours.,Undergraduate honors thesis. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: REES major with senior standing and 3.5 grade-point average; consent of instructor supervising the work and the REEEC director.,,REES,"Russian, East European and Eurasian Studies"
732,Healthcare Process Management,4 hours.,"In this elective we will apply principles and tools of operations management to explore improvement opportunities in the design, delivery, and management of the health care value chain. We will be examining the health care operation from the perspective of operations metrics such as: cost, quality, time (access), and variety/customization. No graduate credit. 4 professional hours. Approved for S/U grading only. Prerequisite: Successful completion of the Carle Illinois College of Medicine Phase 1 curriculum. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine curriculum.",,BSE,Biomedical Sciences and Engineering
441,FINRA Professional Exam Review,3 hours.,"Designed to prepare students to sit for the Series 65 Exam, SIE Exam, and begin the journey towards sitting for the CFP� Exam. This course will help students prepare for careers in financial planning, investment management, insurance, brokerage, banking, and credit unions. ACE 441 also serves as a review of content learned in the financial planning concentration. Students are responsible for registering and paying for the certification exam separately. The exam fee ranges from $80-$190. 3 undergraduate hours. No graduate credit. Credit is not given towards graduation for ACE 441 if credit for ACE 398 FP has been earned. Prerequisite: ACE 240 or FIN 232; ACE 349 or FIN 230; ACE 444 or FIN 441; and ACE 449.",,ACE,Agricultural and Consumer Economics
507,Climate Dynamics,4 hours.,"Investigates the dynamical and physical processes that govern Earth's paleo, current, and future climates. Emphasizes principles of climate change, natural and anthropogenic, and regional, national, and global. Global climate models and their predictions are examined in the context of scenarios for future population growth and energy consumption. 4 graduate hours. No professional credit. Prerequisite: Graduate standing or consent of instructor.",,ATMS,Atmospheric Sciences
396,UG Honors Research or Thesis,1 TO 4 hours.,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated in the same or subsequent terms. No more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor.",,FSHN,Food Science and Human Nutrition
438,Design Workshop Studio II,5 hours.,"Project design at various scales utilizing problems of a wide range of complexity and subject matter; rural, community, and urban problems, housing, recreation, and natural areas; and emphasizes problem analysis and generation of innovative design alternatives. The student selects from several sections depending on specific interests. Additional fees may apply. See Class Schedule. 5 undergraduate hours. 5 graduate hours. May be repeated if topics vary. Prerequisite: LA 336 or consent of instructor.",,LA,Landscape Architecture
397,Individual Study in ECE,0 TO 4 hours.,Individual Projects. Approved for both letter and S/U grading. May be repeated. Prerequisite: Consent of instructor. Approved written application to department as specified by department or instructor is required.,,ECE,Electrical and Computer Engineering
497,Independent Study,1 TO 4 hours.,Individual study of any topic in materials science and engineering under the supervision of a member of the faculty. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.,,MSE,Materials Science and Engineering
554,Advanced Audiological Assess,4 hours.,"Seminar on current research in advanced audiology, with emphasis on experimental and clinical protocols involving electrophysiologic and behavioral measures in areas including newborn auditory screening using evoked potentials, intraoperative and intensive care unit monitoring, brain-mapping, event-related potentials, central auditory assessment, and computerized assessment of balance function. Prerequisite: SHS 551 or equivalent, or consent of instructor.",,SHS,Speech and Hearing Science
496,Topics in REEE Studies,3 OR 4 hours.,"Topics in the interdisciplinary study of Russia, Eastern Europe, and Eurasia. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 9 undergraduate hours or 12 graduate hours.",,REES,"Russian, East European and Eurasian Studies"
595,Special Topics in Spanish,1 TO 4 hours.,Independent study/research under the direction of a faculty member. May or may not fulfill requirements for a particular degree program in SIP. Consult Graduate Advisor. Approved for letter and S/U grading. May be repeated to a maximum of 8 hours.,,SPAN,Spanish
733,Introduction to Research,1 hours.,"This elective course offers a comprehensive understanding of research fundamentals at Carle Illinois and the University of Illinois. Students will learn study design, literature searches, hypothesis generation, and research methodologies. They will also gain skills in statistics, outcome assessment, budgeting, ethics, safety protocols, mentorship, collaboration, and securing funding. Upon completion, students will have a solid foundation and skills to excel academically and professionally in research. No graduate credit. 1 professional hour. Approved for S/U grading only. Prerequisite: Restricted to students enrolled in the Carle Illinois College of Medicine.",,BSE,Biomedical Sciences and Engineering
584,Innovation in eLearning,4 hours.,Designed to provide an in-depth look at ongoing innovations in Web-based electronic technologies that can be used to deliver eLearning content and to enhance learning experiences in eLearning environments. Students will acquire and synthesize advanced content knowledge and critically review research on ongoing innovations that are integrated with targeted content in today's eCommunication and eLearning environments. Same as HRD 575. 4 graduate hours. No professional credit.,,EPOL,"Education Policy, Organization and Leadership"
444,Financial Services & Investing Planning,3 OR 4 hours.,"Advanced skills in and understanding of asset pricing, equity and debt investment, portfolio theory and diversification, asset allocation, financial risk management, and financial intermediation and regulation emphasizing applications in financial planning and agricultural finance. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACE 345, or FIN 221, or consent of instructor.",,ACE,Agricultural and Consumer Economics
468,Overseas Architectural Studies,3 hours.,"This course is designed to enrich the professional development of students in a study abroad location. Students participate in thematic workshops, seminars, lectures and field trips focused on understanding and analyzing architectural and urbanistic landmarks and settings on site through both directed and independent assignments. 3 undergraduate hours. No graduate credit. May be repeated in separate terms up to 6 hours. Prerequisite: Senior standing in the School of Architecture.",,ARCH,Architecture
398,Special Topics in ECE,0 TO 4 hours.,Subject offerings of new and developing areas of knowledge in electrical and computer engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. Approved for both letter and S/U grading. May be repeated in the same or separate terms if topics vary.,,ECE,Electrical and Computer Engineering
556,Sens Prosth Devices Hear Loss,4 hours.,"Seminar on current research in signal processing approaches and experimental protocols for the development and fitting of hearing aids, tactile aids, cochlear implants, and assistive listening devices. Prerequisite: SHS 553 or consent of instructor.",,SHS,Speech and Hearing Science
517,Data Science for the Geosciences,4 hours.,"Many petabytes of geosciences data have been observed and curated by NASA and NOAA in anticipation of new data science tools designed to yield insights and improve forecasts of Earth processes. Students will learn the fundamentals of data science using publicly available datasets toward the end of conducting novel research in the geosciences. Topics include data ethics, uncertainty, data curation and management, version control, cluster and cloud computing, introductory Unix and Python, and visualization. Same as GEOL 517. 4 graduate hours. No professional credit. Prerequisite: Restricted to graduate standing or consent of instructor.",,ATMS,Atmospheric Sciences
398,Undergraduate Seminar,1 TO 3 hours.,Group discussion on a special topic in a field of study directly pertaining to subject matter in food science and human nutrition. Approved for Letter and S/U grading. May be repeated if topics vary. Prerequisite: Sophomore standing.,,FSHN,Food Science and Human Nutrition
498,Special Topics,1 TO 4 hours.,Subject offerings of new and developing areas of knowledge in materials science and engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,,MSE,Materials Science and Engineering
597,Independent Study,1 TO 4 hours.,Independent study of advanced problems related to industrial engineering. May be repeated in the same or separate terms if topics vary to a maximum of 12 hours. Prerequisite: Consent of instructor.,,IE,Industrial Engineering
270,"Language, Technology & Society",3 hours.,"What technologies have humans developed to augment the quintessential human ability: language? We start with the development of writing, the first technology that was specifically designed for language, and trace its history through the invention of printing, and into the digital age. With the advent of computers the relevance of language for technology has broadened significantly. We review technologies such as automatic speech recognition, speech synthesis and automatic translation, and discuss their implications for present and future human-machine interaction. Prerequisite: LING 100 or consent of instructor.","Social & Beh Sci - Beh Sci, and Cultural Studies - Western course.",LING,Linguistics
734,Medical Chinese,2 hours.,Medical students with basic conversational Chinese skills will be provided opportunities to learn phrases commonly used in the patient interview as well as practice patient interviews in Mandarin. Students will also be introduced to basic concepts of Traditional Chinese Medicine in the context of patient interaction. The goal is to equip students with basic Medical Chinese needed to provide care and advocate for the Chinese community. No graduate credit. 2 professional hours. Approved for S/U grading only. Prerequisite: Restricted to students enrolled in Phase 3 of the Carle Illinois College of Medicine curriculum.,,BSE,Biomedical Sciences and Engineering
599,Thesis Research,0 TO 16 hours.,Approved for S/U grading only. May be repeated.,,SPAN,Spanish
590,Individual Study or Research,1 TO 8 hours.,Directed reading or research on selected topics for graduate students. May be repeated in the same or separate terms to a maximum of 8 graduate hours. Prerequisite: Consent of instructor supervising the work.,,REES,"Russian, East European and Eurasian Studies"
557,Advanced Clinical Practicum in Audiological Assessment and Rehabilitation,1 TO 8 hours.,"Supervised assessment and management of patients. Includes audiological evaluation techniques; treatment counseling; hearing aid selection, evaluation, and dispensing; and aural rehabilitation therapy. External placement in a variety of sites is available as well as in the departmental Audiology Clinic. Additional fees may apply. See Class Schedule. 1 to 8 graduate hours. No professional credit. May be repeated in the same semester for up to 3 hours, and in separate semesters to a total of 25 credit hours. Prerequisite: Graduate standing, plus SHS 240, SHS 450, SHS 451, or equivalent coursework and consent of instructor.",,SHS,Speech and Hearing Science
446,Modeling App's Finan Plan,2 hours.,"Improves ability to make effective financial plans and decisions. Involves development of decision tools that are applied to ""real world"" financial data sets and planning/decision-making circumstances. Topics include applied data management techniques (designing queries/storable forms), financial statement analysis, numeric optimization tools, leverage assessment, incorporating risk in decisions, capital budgeting and time value of money, term structure of interest rates, and currency exchange. 2 undergraduate hours. 2 graduate hours. Prerequisite: One of ACE 240, ACE 345, FIN 221 or FIN 232; or consent of instructor and knowledge of spreadsheet software equivalent to the coverage of ACE 360.",,ACE,Agricultural and Consumer Economics
472,Arch Des in Landscape & Cities,6 hours.,"Intermediate architectural design methods, fundamentals, principles and concepts focusing on buildings in landscape and urban contexts. 6 undergraduate hours. 6 graduate hours. Prerequisite: ARCH 471 and concurrent enrollment in ARCH 233.",,ARCH,Architecture
598,Special Topics,1 TO 4 hours.,Subject offerings of new and developing areas of knowledge in industrial engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in the same or separate terms if topics vary.,,IE,Industrial Engineering
499,Senior Thesis,1 TO 5 hours.,Individual research in an area of materials science and engineering under the supervision of members of the staff. 1 to 5 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Grade point average of 3.0 and consent of instructor.,,MSE,Materials Science and Engineering
586,General Field Research Seminar,4 hours.,"This course will guide doctoral students as they develop a broad and critical understanding of their general field of doctoral study. Students will conduct a synthesized and critical review of the general field literature, which will become part of their dissertation. This course may meet the doctoral requirement of the General Field Qualifying Examination. 4 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate terms for up to 8 hours. Prerequisite: To be taken by EPOL doctoral students upon completion of graduate course work. See advisor for guidance.",,EPOL,"Education Policy, Organization and Leadership"
290,Individual Study,1 TO 4 hours.,Individual readings and research reports on special topics dealing with the theoretical or applied aspects of the linguistic sciences. May be repeated to a maximum of 8 hours. Prerequisite: Written consent of instructor.,,LING,Linguistics
735,Leadership in PBL I,1 hours.,"Students will delve into the world of Project-Based Learning (PBL) from the perspective of a facilitator. Through training, participants will gain a comprehensive understanding of leadership characteristics and the correct implementation of PBL principles. The course aims to equip interested students with the necessary background and context to become student leaders in PBL sessions. Students may engage in the student leader role by enrolling in the second part of this two-part elective series. No graduate credit. 1 professional hour. Approved for S/U grading only. Prerequisite: Restricted to students enrolled in Carle Illinois College of Medicine.",,BSE,Biomedical Sciences and Engineering
418,Food Analysis,4 hours.,"Principles and application of the chemical, physical, and instrumental methods used to determine the constituents of foods; special considerations applicable to the analysis of certain foods. Lecture and lab. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHEM 232; FSHN 414; FSHN 416 or consent of instructor.",,FSHN,Food Science and Human Nutrition
101,Introduction to Philosophy,3 hours.,"Consideration of some main problems of philosophy concerning, for example, knowledge, God, mind and body, and human freedom. Credit is not given for both PHIL 101 and PHIL 100.",Humanities - Hist & Phil course.,PHIL,Philosophy
599,Thesis Research,0 TO 8 hours.,"Designed to meet the thesis requirement for the M.A. in Russian, East European, and Eurasian Studies; taken under supervision of a faculty member in the Russian, East European, and Eurasian Center. Approved for S/U grading only. May be repeated to a maximum of 8 hours. Prerequisite: Enrollment in the M.A. program in REEES and consent of the Director of the Russian, East European, and Eurasian Center.",,REES,"Russian, East European and Eurasian Studies"
474,Architectural Design and Making,6 hours.,"Building design that emphasizes the creative process of making, experimentation, and theories of contemporary methods and materials. Projects focus on translating design ideas at multiple scales into reality through computation, representation, or production, utilizing fabrication processes. Outcomes foreground entrepreneurial design thinking and team-based learning. 6 undergraduate hours. 6 graduate hours. Prerequisite: ARCH 473.",,ARCH,Architecture
117,The Culture of Disability,3 hours.,"The purpose of this course is to provide an introduction to the culture of disability across the lifespan. The impact of disabilities on an individual across the lifespan will be explored, and the unique culture that is created by having a disability will be addressed. The historical basis for the disability movement and special education will be addressed, including legislation and litigation that has had a significant impact on the field. Students also will learn about the characteristics of individuals with diverse abilities as well as current trends in educational services.",Humanities - Hist & Phil course.,SPED,Special Education
529,Hard Materials Seminar,0 TO 1 hours.,"Seminar on current research in science and engineering of hard materials; presentations by visiting lecturers, staff, and students. Approved for S/U grading only. May be repeated.",,MSE,Materials Science and Engineering
449,Retirement & Benefit Planning,3 OR 4 hours.,"Employee benefit and retirement planning, including employer-sponsored or individually managed options, with particular attention to determining benefit and retirement needs and managing risks in specific planning situations. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both ACE 449 and FIN 434. Prerequisite: ACE 240, ACE 345, or consent of instructor.",,ACE,Agricultural and Consumer Economics
402,Electronic Music Synthesis,3 hours.,Historical survey of electronic and computer music technology; parameters of musical expression and their codification; analysis and synthesis of fixed sound spectra; time-variant spectrum analysis/synthesis of musical sounds; algorithms for dynamic sound synthesis. 3 undergraduate hours. 3 graduate hours. Prerequisite: ECE 310.,,ECE,Electrical and Computer Engineering
736,Leadership in PBL II,4 hours.,"Students are expected to participate in PBL sessions as student leaders, equipping them with skills essential for leadership in whichever domain they choose including clinical, research, entrepreneurial, and engineering fields. The overall goal of this elective is to provide opportunities for leadership and near-peer PBL facilitation. No graduate credit. 4 professional hours. Approved for S/U grading only. Prerequisite: Completion of all clerkships and Leadership in PBL I. Restricted to students enrolled in the Carle Illinois College of Medicine.",,BSE,Biomedical Sciences and Engineering
599,Thesis Research,0 TO 16 hours.,Approved for S/U grading only. May be repeated.,,IE,Industrial Engineering
423,Advances in Foods & Nutrition,2 hours.,"New developments in foods and nutrition; readings, lectures, and discussions. 2 undergraduate hours. 2 graduate hours. Prerequisite: FSHN 220 and FSHN 332, or equivalent.",,FSHN,Food Science and Human Nutrition
102,Logic and Reasoning,3 hours.,"Practical study of logical reasoning; techniques for analyzing and criticizing arguments, with emphasis on assessing the logical coherence of what we read and write.",Humanities - Hist & Phil course.,PHIL,Philosophy
561,Medical Audiology,4 hours.,"Students will gain in-depth knowledge of the etiology, prevention, identification, diagnosis, and management of auditory disorders, with focus on pathophysiology, ototoxicity, and genetic influences. 4 graduate hours. No professional credit. Prerequisite: SHS 541 and SHS 550 or consent of instructor. Graduate students only.",,SHS,Speech and Hearing Science
446,Sustainable Planning Seminar,4 hours.,"Examines sustainability issues of concern to planners, such as resource conservation, urban growth, environmental justice, industrial development, social equity, sustainable agriculture, and economic development. Presents holistic approaches ranging from theoretical concepts to detailed case studies that combine urban and regional land use, physical design, and policymaking. Same as GGIS 446, NRES 446, and UP 446. 4 undergraduate hours. 4 graduate hours.",,LA,Landscape Architecture
301,Elements of Syntax,3 hours.,"Introduction to concepts and techniques essential for syntactic analysis and description, with special attention to testing analyses and justifying them. Prerequisite: LING 100 or consent of instructor.",Advanced Composition course.,LING,Linguistics
199,Undergraduate Open Seminar,1 TO 4 hours.,May be repeated to a maximum of 8 hours.,,REHB,Rehabilitation Counseling
552,Mass and Ion Transport in Polymers,4 hours.,"Molecular and ion transport in polymers: This course will cover a range of topics associated with small molecule (gas, liquid, dye) and ion transport in polymers starting from a fundamental perspective. Applications including gas separations, drug diffusion, liquid extractions, water purification, and electrolytes for batteries will also be discussed. 4 graduate hours. No professional credit. Prerequisite: MSE 450, CHBE 456, or equivalent.",,MSE,Materials Science and Engineering
451,Agriculture in Intl Dev,3 OR 4 hours.,"Economics of agricultural development and the relationships between agriculture and other sectors of the economy in developing nations; agricultural productivity and levels of living in the less developed areas of the world; and studies of agricultural development in different world regions including Africa, Asia, and Latin America. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACE 300, ECON 302 or consent of instructor.",,ACE,Agricultural and Consumer Economics
737,Exploring Anatomy through the Virtual Reality Lens,1 hours.,"In this immersive elective, students have the opportunity to better understand and visualize the 3D view of several complex anatomical areas and their related clinical/surgical applications. Integrating this technology into anatomy won�t only allow students to practice hands-on dissection of a complex anatomical area of their choice, after consultation with the anatomy faculty, but also give them a chance to use VR to dive deeper and enhance their understanding of the human body. No graduate credit. 1 professional hour. Approved for S/U grading only. Prerequisite: Restricted to students enrolled in Carle Illinois College of Medicine.",,BSE,Biomedical Sciences and Engineering
199,Undergraduate Open Seminar,1 TO 5 hours.,"Topics will vary. See course schedule. May be repeated in separate terms to a maximum of 5 credit hours, if topics vary.",,SPED,Special Education
523,Weather and Climate Data Analytics,4 hours.,"Develops real-world hands-on experience with a broad range of data analysis tools that are currently being used in academic, national laboratories, consulting, and private industry. Data sources in the atmospheric sciences are diverse and require specialized tools to open and reduce those datasets in an efficient manner. Focuses on preparation to become a developer of data analysis tools in collaborative research environments in a variety of professional settings. Provides skills, tools, and best practices to discover and cite earth science datasets, curate those sources and code developed, and enable reproducibility of the workflow to allow for transparency, open peer-review, and extension of the work. 4 graduate hours. No professional credit. Prerequisite: ATMS 517 or equivalent Python experience or consent of instructor.",,ATMS,Atmospheric Sciences
424,Biopsychology of Ingestive Behavior,3 hours.,"Why do we eat what we eat? This course provides a taste of the science including both biological and psychological basis of ingestive behavior and the adoption of both healthy and maladaptive behaviors concerning eating and drinking. We will review and integrate historical theories with recent research on how we perceive flavor, the development of food preferences, and the biological basis of hunger, thirst, and satiety. Students will also have the opportunity to strengthen their critical thinking skills by participating on two debates in which equal number of arguments will be formulated to support or refute important issues in the field of food science and human nutrition. 3 undergraduate hours. 3 graduate hours.",,FSHN,Food Science and Human Nutrition
103,Logic and Reasoning QR II,3 hours.,"Practical study of logical reasoning; techniques for analyzing and criticizing arguments, with emphasis on assessing the logical coherence of what we read and write. Credit is not given for both PHIL 103 and PHIL 102.","Humanities - Hist & Phil, and Quantitative Reasoning II course.",PHIL,Philosophy
563,Amplification Lab,2 hours.,"Clinical laboratory experience in the selection, testing, fitting and maintenance of current technology amplification devices. Prerequisite: Concurrent enrollment in SHS 553.",,SHS,Speech and Hearing Science
450,Ecology for Land Restoration,4 hours.,"Ecological implications of alternative land use patterns; equipment, field techniques, and nomenclature in current use by environmental consultants; and elements of a baseline ecosystem study. 4 undergraduate hours. 4 graduate hours. Prerequisite: Consent of instructor.",,LA,Landscape Architecture
407,Cryptography,3 OR 4 hours.,"Cryptography is a powerful toolbox for building secure systems --- not just for private communication, but also for building fault tolerant protocols, for securely outsourcing computation to untrusted services, and more. The goal of this course is to introduce the concepts of modern cryptography, including a combination of theoretical foundations (how do we precisely state security guarantees and assumptions, and prove that a protocol is designed correctly?) and practical techniques (how do we combine secure primitives to make effective systems?). This course is intended for senior undergraduate students with an interest in applying cryptographic techniques to building secure systems, and for graduate students with an interest in cryptography or systems security. Same as CS 407. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.",,ECE,Electrical and Computer Engineering
102,Survey of Interdisc Health,1 hours.,"Introduction to topics in interdisciplinary health with particular emphasis on the five dimensions of health: physical, emotional, social, intellectual and spiritual. Students will explore their personal health beliefs and patterns and discuss the benefits of studying health within an interdisciplinary curriculum.",,IHLT,Interdisciplinary Health Sciences
738,Advanced Anatomy for Teaching,4 hours.,"Advanced Anatomy for Teaching is an elective course designed to enhance regional anatomy knowledge and teaching skills. Through one-on-one and small group lab instruction, students will learn best practices in anatomy education, reflect on their teaching principles, and create educational resources. Students will create either an educational resource to be used for teaching anatomy or an in-depth literature review of medical education pedagogy. No graduate credit. 4 professional hours. Approved for S/U grading only. Prerequisite: Restricted to students enrolled beyond Phase 1 of the Carle Illinois College of Medicine.",,BSE,Biomedical Sciences and Engineering
559,Soft Materials Seminar,0 TO 1 hours.,"Seminar on current research in the science and engineering of soft materials; presentations by visiting lecturers, staff, and students. Approved for S/U grading only. May be repeated.",,MSE,Materials Science and Engineering
322,Introduction to Intellectual Disability,3 hours.,Same as PSYC 322 and SPED 322. See SPED 322.,Social & Beh Sci - Beh Sci course.,REHB,Rehabilitation Counseling
317,Characteristics & Eligibility,3 hours.,"The purpose of this course is to provide an introduction to issues associated with the identification and characteristics of students with disabilities, eligibility for special education, and placement to meet students' educational needs. Prerequisite: SPED 117 and admission into the teacher education program in special education.",,SPED,Special Education
